,Date,Name,MCap
732,29-02-2020,XRP,10121531622.811842
733,29-02-2020,Bitcoin Cash,5644119541.822102
734,29-02-2020,Tether,4671931513.540853
735,29-02-2020,Bitcoin SV,3885583525.154307
736,29-02-2020,Litecoin,3758049403.712608
737,29-02-2020,EOS,3261098547.9450173
738,29-02-2020,Binance Coin,3046045199.85467
739,29-02-2020,Tezos,1935866745.547786
740,31-03-2020,Bitcoin,117814077266.53714
741,31-03-2020,Ethereum,14739376437.832033
742,31-03-2020,XRP,7669550526.109096
743,31-03-2020,Tether,6184759499.926953
744,31-03-2020,Bitcoin Cash,4032631725.020105
745,31-03-2020,Bitcoin SV,3036599445.3720117
746,31-03-2020,Litecoin,2531157609.6229486
747,31-03-2020,EOS,2048458691.906946
748,31-03-2020,Binance Coin,1956901645.5916934
749,31-03-2020,Tezos,1138632446.766384
750,30-04-2020,Bitcoin,158922133909.0944
751,30-04-2020,Ethereum,22989647064.803486
752,30-04-2020,XRP,9385477916.239634
753,30-04-2020,Tether,6393551731.857322
754,30-04-2020,Bitcoin Cash,4595776898.836431
755,30-04-2020,Bitcoin SV,3831312983.8333745
756,30-04-2020,Litecoin,3019046192.753345
757,30-04-2020,Binance Coin,2649408578.221265
758,30-04-2020,EOS,2613048283.6960096
759,30-04-2020,Tezos,1957055599.5603063
760,31-05-2020,Bitcoin,173997151929.6767
761,31-05-2020,Ethereum,25675542328.542915
762,31-05-2020,XRP,8950742760.184929
763,31-05-2020,Tether,8780766210.209959
764,31-05-2020,Bitcoin Cash,4419143462.327779
765,31-05-2020,Bitcoin SV,3557790466.1621704
766,31-05-2020,Litecoin,2956928358.3165674
767,31-05-2020,Binance Coin,2650418985.5995145
768,31-05-2020,EOS,2491563530.524045
769,31-05-2020,Tezos,1992319654.1927147
770,30-06-2020,Bitcoin,168315606321.29022
771,30-06-2020,Ethereum,25249913730.182583
772,30-06-2020,Tether,9187111584.256834
773,30-06-2020,XRP,7783640656.901624
774,30-06-2020,Bitcoin Cash,4095641221.311188
775,30-06-2020,Bitcoin SV,2917573814.17105
776,30-06-2020,Litecoin,2692495275.077716
777,30-06-2020,Binance Coin,2397377912.0476193
778,30-06-2020,Crypto.com Coin,2208498901.9396605
779,30-06-2020,EOS,2202361409.768447
780,31-07-2020,Bitcoin,208895308529.0736
781,31-07-2020,Ethereum,38699278448.65923
782,31-07-2020,XRP,11615109241.173668
783,31-07-2020,Tether,9999635295.37501
784,31-07-2020,Bitcoin Cash,5552502657.76548
785,31-07-2020,Bitcoin SV,4246445401.8358073
786,31-07-2020,Litecoin,3778669741.51218
787,31-07-2020,Cardano,3598615577.115864
788,31-07-2020,Crypto.com Coin,3047825495.309186
789,31-07-2020,Binance Coin,2984615922.781605
790,31-08-2020,Bitcoin,215817677821.8572
791,31-08-2020,Ethereum,48909170051.95438
792,31-08-2020,Tether,13368167895.780638
793,31-08-2020,XRP,12678006729.118013
794,31-08-2020,Chainlink,5497970695.7
795,31-08-2020,Bitcoin Cash,5080476441.915454
796,31-08-2020,Litecoin,3994085079.556457
797,31-08-2020,Bitcoin SV,3568360717.3478904
798,31-08-2020,Crypto.com Coin,3518327760.73839
799,31-08-2020,Binance Coin,3349228654.1205444
800,30-09-2020,Bitcoin,199816871750.80023
801,30-09-2020,Ethereum,40740055394.66744
802,30-09-2020,Tether,16391795939.979889
803,30-09-2020,XRP,10944618470.52611
804,30-09-2020,Bitcoin Cash,4230965869.479121
805,30-09-2020,Binance Coin,4229794790.5450478
806,30-09-2020,Chainlink,3837140545.020962
807,30-09-2020,Polkadot,3708830409.3861065
808,30-09-2020,Bitcoin SV,3188629085.004634
809,30-09-2020,Crypto.com Coin,3186133326.911774
810,31-10-2020,Bitcoin,255372071116.27853
811,31-10-2020,Ethereum,43776829150.3753
812,31-10-2020,Tether,16657642843.100563
813,31-10-2020,XRP,10856735912.242302
814,31-10-2020,Bitcoin Cash,4858164160.093977
815,31-10-2020,Chainlink,4381844694.70944
816,31-10-2020,Binance Coin,4105653935.4303203
817,31-10-2020,Litecoin,3656741432.0566707
818,31-10-2020,Polkadot,3565574466.3294506
819,31-10-2020,Bitcoin SV,3059690263.9850006
820,30-11-2020,Bitcoin,364239306833.3673
821,30-11-2020,Ethereum,69877130497.68272
822,30-11-2020,XRP,30117263915.704655
823,30-11-2020,Tether,19134597303.724606
824,30-11-2020,Bitcoin Cash,5881460193.930073
825,30-11-2020,Litecoin,5778895792.612871
826,30-11-2020,Chainlink,5612150332.663697
827,30-11-2020,Cardano,5329823912.185844
828,30-11-2020,Binance Coin,4533324240.434002
829,30-11-2020,Stellar,4383702566.966774
830,31-12-2020,Bitcoin,539051138107.78613
831,31-12-2020,Ethereum,84156810764.80739
832,31-12-2020,Tether,20939440704.71454
833,31-12-2020,XRP,9981874642.619211
834,31-12-2020,Polkadot,8318279231.475748
835,31-12-2020,Litecoin,8256035500.725853
836,31-12-2020,Bitcoin Cash,6381074871.369556
837,31-12-2020,Cardano,5643713240.74646
838,31-12-2020,Binance Coin,5397344407.7129755
839,31-12-2020,Chainlink,4491417082.601994
840,31-01-2021,Bitcoin,616452744533.2831
841,31-01-2021,Ethereum,150543956657.3032
842,31-01-2021,Tether,26451988954.478863
843,31-01-2021,XRP,22353042408.264534
844,31-01-2021,Polkadot,14603207739.220125
845,31-01-2021,Cardano,10730622858.422226
846,31-01-2021,Chainlink,9129983491.144905
847,31-01-2021,Litecoin,8602571147.428734
848,31-01-2021,Bitcoin Cash,7452675943.771947
849,31-01-2021,Binance Coin,6842092372.861756
850,28-02-2021,Bitcoin,841428977514.5658
851,28-02-2021,Ethereum,162650415374.43335
852,28-02-2021,Cardano,40696967234.70593
853,28-02-2021,Tether,35051423319.74653
854,28-02-2021,Binance Coin,32386116331.47567
855,28-02-2021,Polkadot,30723422512.25018
856,28-02-2021,XRP,18840545903.3252
857,28-02-2021,Litecoin,10978655640.653923
858,28-02-2021,Chainlink,10112284118.005312
859,28-02-2021,Stellar,9159071308.047659
860,31-03-2021,Bitcoin,1100016786762.557
861,31-03-2021,Ethereum,221151811159.16376
862,31-03-2021,Binance Coin,46678707631.290665
863,31-03-2021,Tether,40723981486.81098
864,31-03-2021,Cardano,38122781324.931564
865,31-03-2021,Polkadot,34243351177.279774
866,31-03-2021,XRP,26055985343.475494
867,31-03-2021,Uniswap,14609704547.188416
868,31-03-2021,Litecoin,13183541314.435993
869,31-03-2021,THETA,12367095438.0944
870,30-04-2021,Bitcoin,1079669884319.6931
871,30-04-2021,Ethereum,320822874720.786
872,30-04-2021,Binance Coin,95754488402.28534
873,30-04-2021,XRP,72268392381.26222
874,30-04-2021,Tether,50995492788.572174
875,30-04-2021,Dogecoin,43681559535.479706
876,30-04-2021,Cardano,43208459367.03698
877,30-04-2021,Polkadot,34134808696.63839
878,30-04-2021,Uniswap,21300516809.385273
879,30-04-2021,Bitcoin Cash,18600480243.77349
880,31-05-2021,Bitcoin,698990486184.969
881,31-05-2021,Ethereum,315217277482.8048
882,31-05-2021,Tether,61816254265.847984
883,31-05-2021,Cardano,55678821517.993935
884,31-05-2021,Binance Coin,54365777869.464775
885,31-05-2021,XRP,48293159732.05142
886,31-05-2021,Dogecoin,42298953605.58302
887,31-05-2021,USD Coin,22628794881.19088
888,31-05-2021,Polkadot,22107873817.41802
889,31-05-2021,Uniswap,16049165497.732155
890,30-06-2021,Bitcoin,656852513237.5332
891,30-06-2021,Ethereum,265001225920.82336
892,30-06-2021,Tether,62468888600.37969
893,30-06-2021,Binance Coin,46535565043.07998
894,30-06-2021,Cardano,44196834747.31989
895,30-06-2021,Dogecoin,33111043724.51091
896,30-06-2021,XRP,32597010800.58672
897,30-06-2021,USD Coin,25162837210.46669
898,30-06-2021,Polkadot,15685335248.45301
899,30-06-2021,Uniswap,11089771197.485611
900,31-07-2021,Bitcoin,781431379811.1804
901,31-07-2021,Ethereum,296532997873.1163
902,31-07-2021,Tether,61807856352.57565
903,31-07-2021,Binance Coin,56082037720.4723
904,31-07-2021,Cardano,42401988601.891174
905,31-07-2021,XRP,34631811110.67993
906,31-07-2021,USD Coin,27333627420.044094
907,31-07-2021,Dogecoin,27219722410.750805
908,31-07-2021,Polkadot,16510914748.499834
909,31-07-2021,Uniswap,12811642612.16343
910,31-08-2021,Bitcoin,886869903602.6324
911,31-08-2021,Ethereum,402902770209.72687
912,31-08-2021,Cardano,89122172068.61835
913,31-08-2021,Binance Coin,78085988882.72517
914,31-08-2021,Tether,65525232498.31869
915,31-08-2021,XRP,55273333180.718834
916,31-08-2021,Dogecoin,36501701126.42674
917,31-08-2021,Solana,31578154528.759094
918,31-08-2021,Polkadot,31079140407.058674
919,31-08-2021,USD Coin,27409390665.117767
920,30-09-2021,Bitcoin,824619217607.5184
921,30-09-2021,Ethereum,353421264860.0338
922,30-09-2021,Tether,68478158940.77015
923,30-09-2021,Cardano,67743028884.05565
924,30-09-2021,Binance Coin,65078675599.59948
925,30-09-2021,XRP,44536153773.625824
926,30-09-2021,Solana,41975552359.30376
927,30-09-2021,USD Coin,31516505613.65525
928,30-09-2021,Polkadot,28225628136.2863
929,30-09-2021,Dogecoin,26858356705.884514
930,31-10-2021,Bitcoin,1156485845063.0938
931,31-10-2021,Ethereum,506663636947.2265
932,31-10-2021,Binance Coin,87464591883.45865
933,31-10-2021,Tether,70286558907.95131
934,31-10-2021,Cardano,65378981994.97978
935,31-10-2021,Solana,61003141449.5687
936,31-10-2021,XRP,52339587880.1017
937,31-10-2021,Polkadot,42211209861.96556
938,31-10-2021,SHIBA INU,36919669978.72446
939,31-10-2021,Dogecoin,36972572649.6651
940,30-11-2021,Bitcoin,1076689232562.0848
941,30-11-2021,Ethereum,549085770690.67114
942,30-11-2021,Binance Coin,103862047714.4773
943,30-11-2021,Tether,73326868494.87376
944,30-11-2021,Solana,63474034537.88747
945,30-11-2021,Cardano,51798875263.59406
946,30-11-2021,XRP,47100211146.59572
947,30-11-2021,USD Coin,38665241931.34597
948,30-11-2021,Polkadot,37488998751.00243
949,30-11-2021,Dogecoin,28413505413.91823
