Date,Open,Fiat Increment,Token Recieved,Cumulative Fiat Invested,Cumulative Tokens,Staking Increment,Cum Staking Returns,Cumulative Tokens (Staked),Cumulative Fiat Value,Cumulative Fiat Value (Staked),Date,P/L
2016-01-24,388.10198974609375,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,122.98434566813745,122.98434566813745,2016-01-24,-10.221427662259662
2016-01-25,402.3169860839844,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,127.48888846740056,127.48888846740056,2016-01-25,-6.933111418797594
2016-01-26,392.00201416015625,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,124.22021140272705,124.22021140272705,2016-01-26,-9.319245676009256
2016-01-27,392.4440002441406,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,124.36027089937843,124.36027089937843,2016-01-27,-9.217002243453742
2016-01-28,395.14599609375,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,125.21649735619107,125.21649735619107,2016-01-28,-8.591956929980519
2016-01-29,380.1080017089844,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,120.4511574495818,120.4511574495818,2016-01-29,-12.070655061805287
2016-01-30,378.864990234375,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,120.0572636873704,120.0572636873704,2016-01-30,-12.358197508219613
2016-01-31,378.2929992675781,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,119.87600737681754,119.87600737681754,2016-01-31,-12.490514614923196
2016-02-01,369.3500061035156,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,117.04209208739476,117.04209208739476,2016-02-01,-14.559272776201823
2016-02-02,372.9200134277344,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,118.17337980660163,118.17337980660163,2016-02-02,-13.73343274118081
2016-02-03,374.64599609375,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,118.72032069951833,118.72032069951833,2016-02-03,-13.334165889351624
2016-02-04,370.17401123046875,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,117.30320832498948,117.30320832498948,2016-02-04,-14.368657922757677
2016-02-05,388.89801025390625,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,123.2365939530684,123.2365939530684,2016-02-05,-10.037286414260073
2016-02-06,386.5889892578125,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,122.50489598747858,122.50489598747858,2016-02-06,-10.57142592914064
2016-02-07,376.5140075683594,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,119.31226862809172,119.31226862809172,2016-02-07,-12.902043901493048
2016-02-08,376.7569885253906,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,119.38926605351037,119.38926605351037,2016-02-08,-12.845835780937431
2016-02-09,373.4230041503906,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,118.33277085982321,118.33277085982321,2016-02-09,-13.617077272329054
2016-02-10,376.14599609375,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,119.19565069878706,119.19565069878706,2016-02-10,-12.987174989885444
2016-02-11,382.114013671875,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,121.08683589281772,121.08683589281772,2016-02-11,-11.606609798243067
2016-02-12,379.6860046386719,0.0,0.0,136.986301369863,0.3168866661791581,0.0,1.0,0.3168866661791581,120.3174322048331,120.3174322048331,2016-02-12,-12.16827449047184
2016-02-13,384.6409912109375,136.986301369863,0.3561406727312108,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,258.8739027505439,258.8739027505439,2016-02-13,-5.51102549605148
2016-02-14,392.9320068359375,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,264.4539829335019,264.4539829335019,2016-02-14,-3.4742962292718103
2016-02-15,407.5679931640625,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,274.3044018642484,274.3044018642484,2016-02-15,0.12110668045066746
2016-02-16,401.4320068359375,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,270.17471531424,270.17471531424,2016-02-16,-1.3862289103023937
2016-02-17,407.656005859375,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,274.3636368143649,274.3636368143649,2016-02-17,0.14272743724318646
2016-02-18,416.5719909667969,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,280.36433854497756,280.36433854497756,2016-02-18,2.3329835689168075
2016-02-19,422.7300109863281,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,284.50885437167943,284.50885437167943,2016-02-19,3.8457318456629928
2016-02-20,421.60101318359375,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,283.7490079848695,283.7490079848695,2016-02-20,3.5683879144773596
2016-02-21,437.77301025390625,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,294.63320413796816,294.63320413796816,2016-02-21,7.54111951035838
2016-02-22,438.989013671875,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,295.4516076824696,295.4516076824696,2016-02-22,7.8398368041014095
2016-02-23,438.2550048828125,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,294.95759970043,294.95759970043,2016-02-23,7.659523890656958
2016-02-24,420.95599365234375,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,283.31489220620705,283.31489220620705,2016-02-24,3.4099356552655724
2016-02-25,425.0369873046875,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,286.0615125041541,286.0615125041541,2016-02-25,4.412452064016249
2016-02-26,424.6289978027344,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,285.7869244153512,285.7869244153512,2016-02-26,4.312227411603196
2016-02-27,432.8389892578125,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,291.3124731168393,291.3124731168393,2016-02-27,6.329052687646354
2016-02-28,432.5710144042969,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,291.1321187142828,291.1321187142828,2016-02-28,6.26322333071322
2016-02-29,433.43798828125,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,291.7156158355934,291.7156158355934,2016-02-29,6.4761997799915845
2016-03-01,437.9169921875,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,294.73010791558596,294.73010791558596,2016-03-01,7.576489389188875
2016-03-02,435.1310119628906,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,292.8550670587602,292.8550670587602,2016-03-02,6.892099476447472
2016-03-03,423.9119873046875,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,285.3043567478799,285.3043567478799,2016-03-03,4.136090212976171
2016-03-04,421.83599853515625,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,283.9071595507145,283.9071595507145,2016-03-04,3.6261132360107853
2016-03-05,410.781005859375,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,276.4668472484598,276.4668472484598,2016-03-05,0.910399245687837
2016-03-06,400.5249938964844,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,269.56427080924266,269.56427080924266,2016-03-06,-1.6090411546264303
2016-03-07,407.7569885253906,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,274.43160090934947,274.43160090934947,2016-03-07,0.16753433191255626
2016-03-08,414.4649963378906,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,278.9462735567863,278.9462735567863,2016-03-08,1.8153898482270023
2016-03-09,413.8940124511719,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,278.5619857909473,278.5619857909473,2016-03-09,1.6751248136957604
2016-03-10,414.7439880371094,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,279.1340425976896,279.1340425976896,2016-03-10,1.8839255481566988
2016-03-11,417.2380065917969,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,280.81258526874404,280.81258526874404,2016-03-11,2.496593623091576
2016-03-12,421.6050109863281,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,283.75169861540525,283.75169861540525,2016-03-12,3.5693699946229147
2016-03-13,411.64801025390625,0.0,0.0,273.972602739726,0.6730273389103689,0.0,1.0,0.6730273389103689,277.0503649089348,277.0503649089348,2016-03-13,1.1233831917612003
2016-03-14,414.20098876953125,136.986301369863,0.3307242258807948,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,415.7548906154642,415.7548906154642,2016-03-14,1.1670233830962826
2016-03-15,416.38800048828125,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,417.9501070503761,417.9501070503761,2016-03-15,1.7011927155915147
2016-03-16,416.88800048828125,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,418.4519828327717,418.4519828327717,2016-03-16,1.8233158226411077
2016-03-17,417.8890075683594,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,419.45674525576715,419.45674525576715,2016-03-17,2.067808012236665
2016-03-18,420.5469970703125,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,422.1247063775511,422.1247063775511,2016-03-18,2.7170118852040916
2016-03-19,409.2650146484375,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,410.8003988676477,410.8003988676477,2016-03-19,-0.038569608872403474
2016-03-20,410.4010009765625,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,411.9406469220845,411.9406469220845,2016-03-20,0.23889075104055715
2016-03-21,413.4179992675781,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,414.9689636776637,414.9689636776637,2016-03-21,0.9757811615648216
2016-03-22,413.1319885253906,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,414.68187994764594,414.68187994764594,2016-03-22,0.9059241205938379
2016-03-23,418.1610107421875,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,419.7297688671253,419.7297688671253,2016-03-23,2.1342437576671496
2016-03-24,418.42401123046875,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,419.99375601877847,419.99375601877847,2016-03-24,2.198480631236087
2016-03-25,416.50799560546875,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,418.0705523370204,418.0705523370204,2016-03-25,1.7305010686749538
2016-03-26,417.364990234375,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,418.93076203680266,418.93076203680266,2016-03-26,1.9398187622886403
2016-03-27,418.1400146484375,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,419.70869400516926,419.70869400516926,2016-03-27,2.1291155412578466
2016-03-28,426.5480041503906,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,428.14822662450234,428.14822662450234,2016-03-28,4.182735145295562
2016-03-29,424.3039855957031,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,425.8957894888144,425.8957894888144,2016-03-29,3.6346421089448264
2016-03-30,416.8340148925781,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,418.3977947066085,418.3977947066085,2016-03-30,1.810130045274733
2016-03-31,415.2569885253906,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,416.81485202282715,416.81485202282715,2016-03-31,1.4249473255546001
2016-04-01,416.760009765625,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,418.3235119446268,418.3235119446268,2016-04-01,1.7920545731925075
2016-04-02,418.4219970703125,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,419.9917343023699,419.9917343023699,2016-04-02,2.1979886802433293
2016-04-03,421.1730041503906,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,422.7530619637499,422.7530619637499,2016-04-03,2.8699117445124616
2016-04-04,421.29901123046875,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,422.87954176755306,422.87954176755306,2016-04-04,2.900688496771238
2016-04-05,421.0169982910156,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,422.5964708382856,422.5964708382856,2016-04-05,2.8318079039828215
2016-04-06,424.28399658203125,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,425.8757254850626,425.8757254850626,2016-04-06,3.629759868031896
2016-04-07,423.6199951171875,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,425.2092329757021,425.2092329757021,2016-04-07,3.467580024087502
2016-04-08,422.9070129394531,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,424.493575999133,424.493575999133,2016-04-08,3.293436826455686
2016-04-09,420.8110046386719,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,422.3897043874085,422.3897043874085,2016-04-09,2.781494734269401
2016-04-10,419.5920104980469,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,421.1661371112849,421.1661371112849,2016-04-10,2.4837600304126544
2016-04-11,421.87200927734375,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,423.45468945372613,423.45468945372613,2016-04-11,3.0406411004066847
2016-04-12,422.8429870605469,0.0,0.0,410.95890410958907,1.0037515647911637,0.0,1.0,1.0037515647911637,424.4293099229937,424.4293099229937,2016-04-12,3.2777987479284585
2016-04-13,425.6319885253906,136.986301369863,0.32184211963122045,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,564.2150758773985,564.2150758773985,2016-04-13,2.9692513476252214
2016-04-14,423.93499755859375,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,561.9655553692907,561.9655553692907,2016-04-14,2.558713854895544
2016-04-15,424.427001953125,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,562.6177532873894,562.6177532873894,2016-04-15,2.677739974948566
2016-04-16,429.57501220703125,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,569.4419231673091,569.4419231673091,2016-04-16,3.923150978033918
2016-04-17,430.635986328125,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,570.8483437615666,570.8483437615666,2016-04-17,4.179822736485912
2016-04-18,427.6109924316406,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,566.8384309569707,566.8384309569707,2016-04-18,3.448013649647149
2016-04-19,428.7030029296875,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,568.2859931765046,568.2859931765046,2016-04-19,3.712193754712085
2016-04-20,435.3240051269531,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,577.0627518737466,577.0627518737466,2016-04-20,5.313952216958755
2016-04-21,441.4159851074219,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,585.1382420614837,585.1382420614837,2016-04-21,6.7877291762207665
2016-04-22,449.68798828125,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,596.103557226232,596.103557226232,2016-04-22,8.78889919378735
2016-04-23,445.8609924316406,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,591.0305156976792,591.0305156976792,2016-04-23,7.863069114826457
2016-04-24,450.55999755859375,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,597.2594872170367,597.2594872170367,2016-04-24,8.999856417109203
2016-04-25,459.1210021972656,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,608.6079008983709,608.6079008983709,2016-04-25,11.070941913952684
2016-04-26,461.64801025390625,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,611.9576868187381,611.9576868187381,2016-04-26,11.682277844419707
2016-04-27,466.2619934082031,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,618.0739537481054,618.0739537481054,2016-04-27,12.798496559029235
2016-04-28,445.0379943847656,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,589.9395546844497,589.9395546844497,2016-04-28,7.663968729912073
2016-04-29,449.4079895019531,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,595.7323926127501,595.7323926127501,2016-04-29,8.721161651826897
2016-04-30,455.1780090332031,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,603.381094062369,603.381094062369,2016-04-30,10.117049666382345
2016-05-01,448.4840087890625,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,594.5075696152143,594.5075696152143,2016-05-01,8.497631454776604
2016-05-02,451.9330139160156,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,599.0795490290437,599.0795490290437,2016-05-02,9.332017697800481
2016-05-03,444.72698974609375,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,589.5272888996003,589.5272888996003,2016-05-03,7.588730224177056
2016-05-04,450.1830139160156,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,596.7597600813045,596.7597600813045,2016-05-04,8.908656214838077
2016-05-05,446.71099853515625,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,592.15727842022,592.15727842022,2016-05-05,8.068703311690149
2016-05-06,447.9419860839844,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,593.7890677405492,593.7890677405492,2016-05-06,8.366504862650222
2016-05-07,459.6390075683594,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,609.2945655467896,609.2945655467896,2016-05-07,11.196258212289104
2016-05-08,458.4289855957031,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,607.6905680618241,607.6905680618241,2016-05-08,10.903528671282906
2016-05-09,458.20599365234375,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,607.3949713500299,607.3949713500299,2016-05-09,10.849582271380456
2016-05-10,460.51800537109375,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,610.4597594827154,610.4597594827154,2016-05-10,11.408906105595563
2016-05-11,450.864013671875,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,597.6624890567649,597.6624890567649,2016-05-11,9.073404252859596
2016-05-12,452.4469909667969,0.0,0.0,547.945205479452,1.3255936844223841,0.0,1.0,1.3255936844223841,599.7608737614975,599.7608737614975,2016-05-12,9.456359461473287
2016-05-13,454.8500061035156,136.986301369863,0.3011680763585335,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,739.9325968201662,739.9325968201662,2016-05-13,8.030159135744265
2016-05-14,455.822998046875,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,741.5154229071711,741.5154229071711,2016-05-14,8.261251744446987
2016-05-15,455.7590026855469,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,741.4113177004951,741.4113177004951,2016-05-15,8.246052384272296
2016-05-16,457.58599853515625,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,744.3834046857451,744.3834046857451,2016-05-16,8.679977084118784
2016-05-17,454.0090026855469,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,738.5644846191285,738.5644846191285,2016-05-17,7.830414754392765
2016-05-18,453.6910095214844,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,738.047185499642,738.047185499642,2016-05-18,7.75488908294773
2016-05-19,454.52398681640625,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,739.4022411106196,739.4022411106196,2016-05-19,7.952727202150461
2016-05-20,437.7929992675781,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,712.1849103460843,712.1849103460843,2016-05-20,3.9789969105283087
2016-05-21,442.96600341796875,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,720.6001556863008,720.6001556863008,2016-05-21,5.207622730199922
2016-05-22,443.2179870605469,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,721.0100730403891,721.0100730403891,2016-05-22,5.267470663896813
2016-05-23,439.3479919433594,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,714.7145129693397,714.7145129693397,2016-05-23,4.348318893523599
2016-05-24,444.2909851074219,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,722.755585232438,722.755585232438,2016-05-24,5.5223154439359465
2016-05-25,446.06201171875,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,725.636623601072,725.636623601072,2016-05-25,5.94294704575651
2016-05-26,449.6719970703125,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,731.5092097279731,731.5092097279731,2016-05-26,6.800344620284084
2016-05-27,453.52099609375,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,737.7706141565843,737.7706141565843,2016-05-27,7.714509666861315
2016-05-28,473.02899169921875,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,769.5054754370431,769.5054754370431,2016-05-28,12.347799413808291
2016-05-29,527.4769897460938,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,858.0793966107734,858.0793966107734,2016-05-29,25.27959190517292
2016-05-30,528.4710083007812,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,859.6964279850458,859.6964279850458,2016-05-30,25.515678485816697
2016-05-31,534.1909790039062,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,869.0014575976767,869.0014575976767,2016-05-31,26.8742128092608
2016-06-01,531.1069946289062,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,863.9845497455808,863.9845497455808,2016-06-01,26.141744262854804
2016-06-02,536.5150146484375,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,872.782109914892,872.782109914892,2016-06-02,27.426188047574236
2016-06-03,537.6820068359375,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,874.680528180647,874.680528180647,2016-06-03,27.703357114374466
2016-06-04,569.7050170898438,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,926.774336726797,926.774336726797,2016-06-04,35.309053162112356
2016-06-05,573.3079833984375,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,932.6355045429992,932.6355045429992,2016-06-05,36.164783663277895
2016-06-06,574.6019897460938,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,934.7405445875742,934.7405445875742,2016-06-06,36.472119509785834
2016-06-07,585.4450073242188,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,952.3795509551433,952.3795509551433,2016-06-07,39.047414439450925
2016-06-08,577.1669921875,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,938.9131924755635,938.9131924755635,2016-06-08,37.081326101432275
2016-06-09,582.2030029296875,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,947.1055821778361,947.1055821778361,2016-06-09,38.27741499796408
2016-06-10,575.8369750976562,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,936.7495715326206,936.7495715326206,2016-06-10,36.765437443762615
2016-06-11,578.6740112304688,0.0,0.0,684.931506849315,1.6267617607809175,0.0,1.0,1.6267617607809175,941.3647534274338,941.3647534274338,2016-06-11,37.43925400040534
2016-06-12,609.6840209960938,136.986301369863,0.22468409315706944,821.917808219178,1.851445853937987,0.0,1.0,1.851445853937987,1128.7969528854585,1128.7969528854585,2016-06-12,37.33696260106413
2016-06-13,671.6539916992188,0.0,0.0,821.917808219178,1.851445853937987,0.0,1.0,1.851445853937987,1243.5309982124177,1243.5309982124177,2016-06-13,51.29627144917749
2016-06-14,704.5040283203125,0.0,0.0,821.917808219178,1.851445853937987,0.0,1.0,1.851445853937987,1304.3510623162529,1304.3510623162529,2016-06-14,58.69604591514411
2016-06-15,685.6849975585938,0.0,0.0,821.917808219178,1.851445853937987,0.0,1.0,1.851445853937987,1269.508645837337,1269.508645837337,2016-06-15,54.456885243542686
2016-06-16,696.5230102539062,0.0,0.0,821.917808219178,1.851445853937987,0.0,1.0,1.851445853937987,1289.5746395070007,1289.5746395070007,2016-06-16,56.8982478066851
2016-06-17,768.4869995117188,0.0,0.0,821.917808219178,1.851445853937987,0.0,1.0,1.851445853937987,1422.8120690512155,1422.8120690512155,2016-06-17,73.10880173456457
2016-06-18,748.7559814453125,0.0,0.0,821.917808219178,1.851445853937987,0.0,1.0,1.851445853937987,1386.2811574581922,1386.2811574581922,2016-06-18,68.66420749074673
